SRR19795707_trimmed2.fasta,Count
mmu-mir-669a-4-3p,1
mmu-mir-669a-12-3p,1
mmu-mir-344c-5p,1
mmu-mir-6919-3p,1
mmu-mir-3063-5p,1
mmu-mir-6981-5p,1
mmu-mir-6356-3p,1
mmu-mir-101c-3p,1
mmu-mir-5113-5p,1
mmu-mir-686-3p,1
mmu-mir-466b-3-3p,1
mmu-mir-466j-3p,1
mmu-mir-1962-5p,1
mmu-mir-466b-7-5p,1
mmu-mir-466b-5-5p,1
mmu-mir-466n-5p,1
mmu-mir-466b-3-5p,1
mmu-mir-466b-2-5p,1
mmu-mir-466b-1-5p,1
mmu-mir-6971-3p,1
mmu-mir-3086-3p,1
mmu-mir-1903-3p,1
mmu-mir-9b-2-3p,1
mmu-mir-12180-5p,1
mmu-mir-6900-3p,1
mmu-mir-6353-3p,1
mmu-mir-6399-3p,1
mmu-mir-876-5p,1
mmu-mir-92a-2-5p,1
mmu-mir-3094-3p,1
mmu-mir-7216-5p,1
mmu-mir-6947-3p,1
mmu-mir-6999-5p,1
mmu-mir-5103-5p,1
mmu-mir-6377-3p,1
mmu-mir-7682-3p,1
mmu-mir-1902-3p,1
mmu-mir-344f-3p,1
mmu-mir-7658-5p,1
mmu-mir-3072-5p,1
mmu-mir-6916-5p,1
mmu-mir-767-3p,1
mmu-mir-1904-3p,1
mmu-mir-6939-5p,1
mmu-mir-7043-5p,1
mmu-mir-3059-3p,1
mmu-mir-1933-5p,1
mmu-mir-7035-3p,1
mmu-mir-3066-3p,1
mmu-mir-721-3p,1
mmu-mir-668-3p,1
mmu-mir-7683-3p,1
mmu-mir-3473b-5p,1
mmu-mir-6481-3p,1
mmu-mir-12187-5p,1
mmu-mir-1941-3p,1
mmu-mir-6936-3p,1
mmu-mir-6363-5p,1
mmu-mir-6951-3p,1
mmu-mir-299b-3p,1
mmu-mir-1931-3p,1
mmu-mir-6993-3p,1
mmu-mir-6938-5p,1
mmu-mir-154-5p,1
mmu-mir-703-3p,1
mmu-mir-346-3p,1
mmu-mir-6403-5p,1
mmu-mir-5128-3p,1
mmu-mir-3102-3p,1
mmu-mir-675-3p,1
mmu-mir-139-3p,1
mmu-mir-511-3p,1
mmu-mir-6342-3p,1
mmu-mir-541-3p,1
mmu-mir-7020-5p,1
mmu-mir-3060-3p,1
mmu-mir-7225-5p,1
mmu-mir-3097-3p,1
mmu-mir-5622-3p,1
mmu-mir-6352-5p,1
mmu-mir-7212-5p,1
mmu-mir-7673-5p,1
mmu-mir-6241-3p,1
mmu-mir-6365-5p,1
mmu-mir-144-5p,1
mmu-mir-6343-5p,1
mmu-mir-12179-3p,1
mmu-mir-7007-3p,1
mmu-mir-7085-3p,1
mmu-mir-675-5p,1
mmu-mir-466a-5p,1
mmu-mir-297a-2-3p,1
mmu-mir-6239-5p,1
mmu-mir-219b-3p,1
mmu-mir-383-5p,1
mmu-mir-7071-3p,1
mmu-mir-384-3p,1
mmu-mir-485-3p,1
mmu-mir-1960-5p,1
mmu-mir-106a-3p,1
mmu-mir-12196-3p,1
mmu-mir-6342-5p,1
mmu-mir-7686-3p,1
mmu-mir-491-5p,1
mmu-mir-21a-3p,1
mmu-mir-1198-3p,1
mmu-mir-6990-5p,1
mmu-mir-6365-3p,1
mmu-mir-488-3p,1
mmu-mir-7670-3p,1
mmu-mir-691-3p,1
mmu-mir-7094-1-5p,1
mmu-mir-6238-3p,1
mmu-mir-540-3p,1
mmu-mir-5133-5p,1
mmu-mir-1193-5p,1
mmu-mir-6414-5p,1
mmu-mir-6915-3p,1
mmu-mir-6369-3p,1
mmu-mir-3964-3p,1
mmu-mir-6968-5p,1
mmu-mir-6419-3p,1
mmu-mir-6416-5p,1
mmu-mir-3075-3p,1
mmu-mir-8106-3p,1
mmu-mir-702-5p,1
mmu-mir-3084-2-3p,1
mmu-mir-707-3p,1
mmu-mir-5134-5p,1
mmu-mir-6959-5p,1
mmu-mir-6364-5p,1
mmu-mir-8120-3p,1
mmu-mir-29b-1-5p,1
mmu-mir-12190-3p,1
mmu-mir-124b-3p,1
mmu-mir-122-5p,1
mmu-mir-486a-3p,1
mmu-mir-188-5p,1
mmu-mir-6396-5p,1
mmu-mir-496a-3p,1
mmu-mir-6347-5p,1
mmu-mir-7064-5p,1
mmu-mir-8109-3p,1
mmu-mir-344f-5p,1
mmu-mir-3091-5p,1
mmu-mir-6345-3p,1
mmu-mir-721-5p,1
mmu-mir-1911-3p,1
mmu-mir-216a-5p,1
mmu-mir-1942-5p,1
mmu-mir-702-3p,1
mmu-mir-7663-5p,1
mmu-mir-8105-3p,1
mmu-mir-6516-5p,1
mmu-mir-770-3p,1
mmu-mir-682-3p,1
mmu-mir-7002-3p,1
mmu-mir-12196-5p,1
mmu-mir-6974-3p,1
mmu-mir-7236-5p,1
mmu-mir-141-5p,1
mmu-mir-6944-3p,1
mmu-mir-1192-5p,1
mmu-mir-5104-5p,1
mmu-mir-6998-3p,1
mmu-mir-7660-5p,1
mmu-mir-3572-3p,1
mmu-mir-7656-5p,1
mmu-mir-1231-5p,1
mmu-mir-5623-3p,1
mmu-mir-292b-5p,1
mmu-mir-7676-2-3p,1
mmu-mir-129b-3p,1
mmu-mir-9b-1-5p,1
mmu-mir-710-3p,1
mmu-mir-219b-5p,1
mmu-mir-690-5p,1
mmu-mir-320-5p,1
mmu-mir-3473d-3p,1
mmu-mir-1900-3p,1
mmu-mir-10a-3p,1
mmu-mir-8107-3p,1
mmu-mir-7219-3p,1
mmu-mir-3065-5p,1
mmu-mir-363-3p,1
mmu-mir-6909-5p,1
mmu-mir-181b-1-3p,1
mmu-mir-539-5p,1
mmu-mir-6983-5p,1
mmu-mir-3106-5p,1
mmu-mir-1894-5p,1
mmu-mir-9718-3p,1
mmu-mir-222-5p,1
mmu-mir-466f-4-3p,1
mmu-mir-670-5p,1
mmu-mir-683-2-3p,1
mmu-mir-1955-5p,1
mmu-mir-378b-5p,1
mmu-mir-551b-5p,1
mmu-mir-203b-5p,1
mmu-mir-8098-5p,1
mmu-let-7c-1-3p,1
mmu-mir-196a-1-3p,1
mmu-mir-1927-5p,1
mmu-mir-6398-5p,1
mmu-mir-344-1-3p,1
mmu-mir-6945-3p,1
mmu-mir-3473g-5p,1
mmu-mir-1982-3p,1
mmu-mir-8118-3p,1
mmu-mir-7243-5p,1
mmu-mir-5130-5p,1
mmu-mir-873a-5p,1
mmu-mir-6905-5p,1
mmu-mir-432-5p,1
mmu-mir-486b-3p,1
mmu-mir-8094-3p,1
mmu-mir-1966-5p,1
mmu-mir-7086-3p,1
mmu-mir-5120-3p,1
mmu-mir-7653-5p,1
mmu-mir-495-3p,1
mmu-mir-1948-3p,1
mmu-mir-18a-3p,1
mmu-mir-3084-1-3p,1
mmu-mir-7017-3p,1
mmu-mir-19b-2-5p,1
mmu-mir-194-2-3p,1
mmu-mir-6341-3p,1
mmu-mir-497b-5p,1
mmu-mir-3061-5p,1
mmu-mir-5129-3p,1
mmu-mir-3103-5p,1
mmu-mir-93-3p,1
mmu-mir-7006-3p,1
mmu-mir-1191a-3p,1
mmu-mir-99a-3p,1
mmu-mir-3063-3p,1
mmu-mir-3092-5p,1
mmu-mir-12184-5p,1
mmu-mir-301b-3p,1
mmu-mir-376b-5p,1
mmu-mir-7676-1-3p,1
mmu-mir-138-1-3p,1
mmu-mir-7061-5p,1
mmu-mir-7661-5p,1
mmu-mir-687-5p,1
mmu-mir-135a-2-3p,1
mmu-mir-3474-5p,1
mmu-mir-1899-3p,1
mmu-mir-12194-3p,1
mmu-mir-21c-3p,1
mmu-mir-330-3p,1
mmu-mir-103-2-5p,1
mmu-mir-12181-3p,1
mmu-mir-8096-3p,1
mmu-mir-719-3p,1
mmu-mir-7228-5p,1
mmu-mir-706-3p,1
mmu-mir-7650-5p,1
mmu-mir-6989-5p,1
mmu-mir-7225-3p,1
mmu-mir-5134-3p,1
mmu-mir-135a-1-3p,1
mmu-mir-8108-5p,1
mmu-mir-7689-3p,1
mmu-mir-6418-5p,1
mmu-mir-3105-3p,1
mmu-mir-7647-5p,1
mmu-mir-693-5p,1
mmu-mir-3057-5p,1
mmu-mir-7679-5p,1
mmu-mir-582-5p,1
mmu-mir-7048-5p,1
mmu-mir-7034-5p,1
mmu-mir-5120-5p,1
mmu-mir-295-5p,1
mmu-mir-133c-5p,1
mmu-mir-9768-5p,1
mmu-mir-683-1-3p,1
mmu-mir-742-3p,1
mmu-mir-23b-5p,1
mmu-mir-466n-3p,1
mmu-mir-7660-3p,1
mmu-mir-711-3p,1
mmu-mir-1968-5p,1
mmu-mir-758-5p,1
mmu-mir-3075-5p,1
mmu-mir-8095-3p,1
mmu-mir-7076-5p,1
mmu-mir-701-3p,1
mmu-mir-7043-3p,1
mmu-mir-6952-3p,1
mmu-mir-6390-3p,1
mmu-mir-452-5p,1
mmu-mir-6920-5p,1
mmu-mir-6908-3p,1
mmu-mir-203-5p,1
mmu-mir-421-3p,1
mmu-mir-3073b-5p,1
mmu-mir-6715-5p,1
mmu-mir-693-3p,1
mmu-mir-5125-3p,1
mmu-mir-2137-3p,1
mmu-mir-6908-5p,1
mmu-mir-344g-3p,1
mmu-mir-7005-5p,1
TotalCount,406892
